task_id,과업지시일자,과업담당자_이름,수주처,project,발주번호,movement_산출이동,sync_itemdb,산출물,비스포크여부,긴급여부,미입하 발생이력_movement,재제작/추가제작,발주지시수량,고객주문수량,이슈체크(Order 이슈 관리용) (from order),공급가액,배송비,취득원가,파츠유형,협력사 결제조건 (from 수주처),R) 판매가(최종),세금계산서작성월 (from 지출결의),입하예정일 (from movement_산출물),입하확정일 (from movement_산출물),실제입하일 (from movement),지출결의,결제일(from 지출결의),분할지출여부,합계_분할,발주수량_분할,지출결의_분할갯수,지출결의 금액 합계 (from 지출결의),지출현황,총 지출 단가 (VAT 포함),총 지출액 (VAT 제외),조정금액(부가세포함),입하여부
PNA51997_라미 사파리 펜_B1,2026.5.11,이난영,(주)청산인쇄,PNA51997-남앤드남인터내셔널,PO072679,MM00210401,"LAMY_PT0812-슬리브(커스텀인쇄)_컬러_100-1[덮개박스],LAMY_PT1969-색박(음각)_150x200_청산인쇄[슬리브],LAMY_PT2507-슬리브_추상적산출물",슬리브(라미 사파리 펜),,-,0 checked out of 1,,200,200,0 checked out of 3,306000,0,306000,"Package Parts, Printing Parts, Phantom Parts",정기(월),\480000,26년 5월,2026.5.25,,2026.5.21,26.6.15-6.19_(주)청산인쇄,2026.6.18,,₩0,,1,₩22502370,지출완료,1683,306000,,입하완료
PNA51062_스탠드-업칫솔_B1,2026.5.11,김하은,주식회사 라이클,PNA51062-CJENM,PO072693,MM00210465,STTB_PT3318-휴대용치약(언파차차30g)_블랙,휴대용치약(블랙/언파차차20g),,-,0 checked out of 1,,76,75,0 checked out of 1,75240,0,75240,Product Parts,정기(월),\112500,26년 5월,2026.5.14,,2026.5.12,26.6.15-6.19_주식회사 라이클,2026.6.18,,₩0,,1,₩493317,지출완료,1089,75240,,입하완료
PNA51773_에센셜 와인오프너 세트_D1,2026.5.11,육승미,서울디지털인쇄협동조합,PNA51773-메틀러토레도,PO072704,MM00210508,ESWO_PT4447-웰컴페이퍼(커스텀인쇄)_화이트+디지털풀컬러,웰컴페이퍼(에센셜와인오프너),,-,0 checked out of 1,,60,50,0 checked out of 1,13200,0,13200,Package Parts,정기(월),\25000,26년 5월,2026.5.15,,2026.5.13,26.6.8-6.12_서울디지털인쇄협동조합,2026.6.11,,₩0,,1,₩20710151,지출완료,242,13200,,입하완료
PNA51773_에센셜 와인오프너 세트_A1,2026.5.11,육승미,모토잉,PNA51773-메틀러토레도,PO072703,MM00210509,"ESWO_PT4442-에센셜와인오프너세트_블랙,ESWO_PT4487-에센셜와인오프너세트_추상적산출물,ESWO_PT4443-레이저각인_1곳_모토잉[에센셜와인오프너세트]",에센셜와인오프너세트,,-,0 checked out of 1,,51,50,0 checked out of 3,672000,8000,680000,"Product Parts, Phantom Parts, Printing Parts",건별,\955000,26년 5월,2026.5.15,,2026.5.13,26.5.18-5.22_모토잉,2026.5.21,,₩0,,1,₩1698400,지출완료,14667,680000,,입하완료
PNA51773_에센셜 와인오프너 세트_E1,2026.5.11,김민정,(주)파워,PNA51773-메틀러토레도,PO072705,MM00210507,ESWO_PT2395-AA건전지(파워랜드),AA건전지,,-,0 checked out of 1,,200,50,0 checked out of 1,40000,0,40000,Product Parts,건별,\65000,26년 7월,2026.5.12,,2026.5.12,26.7.20-7.24_(주)파워,2026.7.21,,₩0,,1,₩161700,1차 결재 완료,220,40000,,입하완료
PNA51062_스테이텀블러_A1,2026.5.11,김민정,주식회사 에벤에셀기업,PNA51062-CJENM,PO072689,MM00210466,"TMBS_PT5256-스테이텀블러_화이트,TMBS_PT5259-스테이텀블러_추상적산출물,TMBS_PT5254-레이저각인_주식회사에벤에셀기업",스테이텀블러,,-,0 checked out of 1,,78,75,0 checked out of 3,563900,0,563900,"Product Parts, Phantom Parts, Printing Parts",정기(월),\795000,26년 5월,2026.5.18,,2026.5.14,26.6.15-6.19_주식회사 에벤에셀기업,2026.6.18,,₩0,,1,₩25480070,지출완료,7952,563900,,입하완료
PNA51500_포시즌 티셔츠 [1]_A1,2026.5.11,김민지,톰스코리아 주식회사,PNA51500-코엑스,PO072699,MM00210496,"FTSH_PT3163-포시즌티셔츠_추상적산출물,FTSH_PT3162-포시즌티셔츠_컬러,FTSH_PT3165-나염_300x400_톰스코리아주식회사[포시즌티셔츠],FTSH_PT3167-OPP(전용),FTSH_PT3215-포시즌티셔츠(XXL.XXXL)_컬러",포시즌 티셔츠+인쇄,,일반,0 checked out of 1,,152,"150, 2",0 checked out of 5,1085400,13000,1098400,"Phantom Parts, Product Parts, Printing Parts, Package Parts",정기(월),\1847000,26년 5월,2026.5.27,,2026.5.21,26.6.8-6.12_톰스코리아 주식회사,2026.6.11,,₩0,,1,₩10323095,지출완료,7949,1098400,,입하완료
PNA51500_포시즌 티셔츠 [2]_A1,2026.5.11,김민지,톰스코리아 주식회사,PNA51500-코엑스,PO072701,MM00210497,"FTSH_PT3163-포시즌티셔츠_추상적산출물,FTSH_PT3162-포시즌티셔츠_컬러,FTSH_PT3165-나염_300x400_톰스코리아주식회사[포시즌티셔츠],FTSH_PT3167-OPP(전용)",포시즌 티셔츠+인쇄,,일반,0 checked out of 1,,152,150,0 checked out of 4,912400,13000,925400,"Phantom Parts, Product Parts, Printing Parts, Package Parts",정기(월),\1845000,26년 5월,2026.5.27,,2026.5.21,26.6.8-6.12_톰스코리아 주식회사,2026.6.11,,₩0,,1,₩10323095,지출완료,6697,925400,,입하완료
PNA51838_슬림 터보선풍기_B1,2026.5.8,육승미,서울디지털인쇄협동조합,PNA51838-SH플러스,PO072598,MM00210013,FANC_PT5387-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,사각스티커,,-,0 checked out of 1,,480,450,0 checked out of 1,72000,0,72000,Package Parts,정기(월),\180000,26년 5월,2026.5.15,,2026.5.15,26.6.8-6.12_서울디지털인쇄협동조합,2026.6.11,,₩0,,1,₩20710151,지출완료,165,72000,,입하완료
PNA51953_슬림 터보선풍기_B1,2026.5.8,육승미,서울디지털인쇄협동조합,PNA51953-한국티즈,PO072681,MM00210406,FANC_PT5387-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,사각스티커,,-,0 checked out of 1,,170,160,0 checked out of 1,28900,0,28900,Package Parts,정기(월),\80000,26년 5월,2026.5.13,,2026.5.13,26.6.8-6.12_서울디지털인쇄협동조합,2026.6.11,,₩0,,1,₩20710151,지출완료,187,28900,,입하완료
PNA51062_스탠드-업칫솔_F1,2026.5.8,김민지,신명인쇄,PNA51062-CJENM,PO072691,MM00210467,"STTB_PT3330-칫솔케이스(커스텀인쇄)_투명,STTB_PT3463-실크_1색_칫솔케이스_신명인쇄[칫솔케이스],STTB_PT3787-칫솔케이스_추상적산출물",실크(스탠드-업 칫솔_칫솔케이스),,-,0 checked out of 1,,76,75,0 checked out of 3,91200,0,91200,"Package Parts, Printing Parts, Phantom Parts",정기(월),\168000,26년 5월,2026.5.14,,2026.5.15,26.6.1-6.5_신명인쇄,2026.6.4,,₩0,,1,₩2995080,지출완료,1320,91200,,입하완료
PNA51702_트리플 컬러펜 | JETSTREAM_A1,2026.5.8,김민지,신명인쇄,PNA51702-코스콤,PO072697,MM00210486,"TRPC_PT2472-트리플컬러펜_블랙,TRPC_PT2900-트리플컬러펜_추상적산출물,TRPC_PT4299-실크_실버1색_블랙펜_35x4_신명인쇄",실크(트리플컬러펜),,-,0 checked out of 1,,201,200,0 checked out of 3,120000,0,120000,"Product Parts, Phantom Parts, Printing Parts",정기(월),\1240000,26년 5월,2026.5.14,,2026.5.15,26.6.1-6.5_신명인쇄,2026.6.4,,₩0,,1,₩2995080,지출완료,657,120000,,입하완료
PNA51500_포시즌 티셔츠 [2]_B1,2026.5.8,육승미,서울디지털인쇄협동조합,PNA51500-코엑스,PO072702,MM00210494,FTSH_PT3168-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,사각스티커(포시즌 티셔츠),,일반,0 checked out of 1,,160,150,0 checked out of 1,40000,0,40000,Package Parts,정기(월),\60000,26년 5월,2026.5.20,,2026.5.15,26.6.8-6.12_서울디지털인쇄협동조합,2026.6.11,,₩0,,1,₩20710151,지출완료,275,40000,,입하완료
PNA51062_블랙쇼핑백_B1,2026.5.8,육승미,서울디지털인쇄협동조합,PNA51062-CJENM,PO072696,MM00210471,BSPB_PT1075-브랜딩택(커스텀인쇄)_화이트+디지털풀컬러_000-1,브랜딩택,,-,0 checked out of 1,,90,75,0 checked out of 1,25200,0,25200,Package Parts,정기(월),\48000,26년 5월,2026.5.13,,2026.5.13,26.6.8-6.12_서울디지털인쇄협동조합,2026.6.11,,₩0,,1,₩20710151,지출완료,308,25200,,입하완료
PNA51931_미스트 워터보틀_B1,2026.5.8,육승미,서울디지털인쇄협동조합,PNA51931-더에스엠씨(워터보틀본제작),PO072683,MM00210417,MIST_PT3860-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,사각스티커(미스트 워터보틀),,-,0 checked out of 1,,70,55,0 checked out of 1,11900,0,11900,Package Parts,정기(월),\33000,26년 5월,2026.5.18,,2026.5.15,26.6.8-6.12_서울디지털인쇄협동조합,2026.6.11,,₩0,,1,₩20710151,지출완료,187,11900,,입하완료
PNA51953_슬림 터보선풍기_A1,2026.5.8,육승미,(주)쉔코리아,PNA51953-한국티즈,PO072680,MM00210408,"FANC_PT5385-슬림터보선풍기(냉각패드형)_화이트,FANC_PT5391-레이저각인_(주)쉔코리아,FANC_PT5393-슬림터보선풍기_추상적산출물[(주)쉔코리아]",슬림터보선풍기,,-,0 checked out of 1,,161,160,0 checked out of 3,48300,7273,55573,"Product Parts, Printing Parts, Phantom Parts",정기(월),\1728000,26년 5월,2026.5.14,,2026.5.14,26.6.8-6.12_(주)쉔코리아,2026.6.11,,₩0,,1,₩10991330,지출완료,380,55573,,입하완료
PNA51062_칠링패드냉각선풍기_B1,2026.5.8,육승미,서울디지털인쇄협동조합,PNA51062-CJENM,PO072687,MM00210468,CPNF_PT4823-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,사각스티커(칠링패드 냉각선풍기),,-,0 checked out of 1,,90,75,0 checked out of 1,15300,0,15300,Package Parts,정기(월),\0,26년 5월,2026.5.13,,2026.5.13,26.6.8-6.12_서울디지털인쇄협동조합,2026.6.11,,₩0,,1,₩20710151,지출완료,187,15300,,입하완료
PNA51062_Solid스탠다드G형박스(L사이즈)_E1,2026.5.8,육승미,서울디지털인쇄협동조합,PNA51062-CJENM,PO072684,MM00210459,DRCG_PT0599-사각스티커(커스텀인쇄)(L)_화이트+디지털풀컬러_000-53,사각스티커(Solid 커스텀 G형 박스_L),,-,0 checked out of 1,,90,75,0 checked out of 1,28800,0,28800,Package Parts,정기(월),\52500,26년 5월,2026.5.13,,2026.5.13,26.6.8-6.12_서울디지털인쇄협동조합,2026.6.11,,₩0,,1,₩20710151,지출완료,352,28800,,입하완료
PNA51062_Solid스탠다드G형박스(L사이즈)_C1,2026.5.8,육승미,서울디지털인쇄협동조합,PNA51062-CJENM,PO072685,MM00210449,DRCG_PT0600-웰컴페이퍼(커스텀인쇄)(L)_반투명+블랙인쇄_200-1,웰컴페이퍼(Solid 커스텀 G형 박스_반투명L),,-,0 checked out of 1,,90,75,0 checked out of 1,40500,0,40500,Package Parts,정기(월),\67500,26년 5월,2026.5.13,,2026.5.11,26.6.8-6.12_서울디지털인쇄협동조합,2026.6.11,,₩0,,1,₩20710151,지출완료,495,40500,,입하완료
PNA51500_포시즌 티셔츠 [1]_B1,2026.5.8,육승미,서울디지털인쇄협동조합,PNA51500-코엑스,PO072700,MM00210495,FTSH_PT3168-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,사각스티커(포시즌 티셔츠),,일반,0 checked out of 1,,160,150,0 checked out of 1,40000,0,40000,Package Parts,정기(월),\60000,26년 5월,2026.5.20,,2026.5.15,26.6.8-6.12_서울디지털인쇄협동조합,2026.6.11,,₩0,,1,₩20710151,지출완료,275,40000,,입하완료
PNA51062_칠링패드냉각선풍기_A1,2026.5.8,육승미,(주)쉔코리아,PNA51062-CJENM,PO072686,MM00210461,"CPNF_PT4755-칠링패드냉각선풍기_화이트[쉔코리아],CPNF_PT4821-레이저각인_(주)쉔코리아[칠링패드냉각선풍기],CPNF_PT4827-칠링패드냉각선풍기_추상적산출물[레이저]",칠링패드냉각선풍기,,-,0 checked out of 1,,76,75,0 checked out of 3,22800,7273,30073,"Product Parts, Printing Parts, Phantom Parts",정기(월),\1070250,26년 5월,2026.5.14,,2026.5.14,26.6.8-6.12_(주)쉔코리아,2026.6.11,,₩0,,1,₩10991330,지출완료,435,30073,,입하완료
PNA51702_트리플 컬러펜 | JETSTREAM_B1,2026.5.8,육승미,서울디지털인쇄협동조합,PNA51702-코스콤,PO072698,MM00210493,TRPC_PT2788-배경지(커스텀인쇄)_화이트+디지털풀컬러[유광비닐덮개파우치],배경지(펜류),,-,0 checked out of 1,,210,200,0 checked out of 1,63000,0,63000,Package Parts,정기(월),\120000,26년 5월,2026.5.15,,2026.5.13,26.6.8-6.12_서울디지털인쇄협동조합,2026.6.11,,₩0,,1,₩20710151,지출완료,330,63000,,입하완료
PNA51062_퀵차지도킹형보조배터리_B1,2026.5.8,육승미,서울디지털인쇄협동조합,PNA51062-CJENM,PO072695,MM00210472,QUIC_PT4290-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,사각스티커(퀵차지보조배터리),,-,0 checked out of 1,,90,75,0 checked out of 1,15300,0,15300,Package Parts,정기(월),\0,26년 5월,2026.5.13,,2026.5.13,26.6.8-6.12_서울디지털인쇄협동조합,2026.6.11,,₩0,,1,₩20710151,지출완료,187,15300,,입하완료
PNA51515_슬로건 다이어리_A3,2026.5.8,김민지,개미기획,PNA51515-와이즈버즈,PO072673,MM00210376,"SLGN_PT2673-슬로건다이어리(실크인쇄)_추상적산출물,SLGN_PT1232-실크_1회_슬로건다이어리_개미기획[슬로건다이어리]",실크(슬로건 다이어리),,긴급,0 checked out of 1,,171,170,0 checked out of 2,235200,0,235200,"Phantom Parts, Printing Parts",정기(격주),\340000,26년 5월,2026.5.13,,2026.5.12,26.5.18-5.22_개미기획,2026.5.21,,₩0,,1,₩4060265,지출완료,1513,235200,,입하완료
PNA50812_데일리 짐색_A1,2026.5.8,김민지,(주)승화파트너스,PNA51965-썸머소울스튜디오,PO072664,MM00210356,"DLYG_PT3364-케어라벨(전용)_나일론크로스+블랙인쇄,DLYG_PT4027-데일리짐색_추상적산출물,DLYG_PT4028-데일리짐색,DLYG_PT4030-데일리짐색_바이어스/스트링_블랙,DLYG_PT4031-패브릭디지털_(주)승화파트너스,BSPK_PT4606-비스포크_옵션(ver2)",데일리짐색,", 비스포크 변환",긴급,0 checked out of 1,,503,500,0 checked out of 6,3234290,25000,3259290,"Product Parts, Phantom Parts, Printing Parts, ",정기(격주),\4650000,26년 5월,2026.5.20,,2026.5.20,26.6.1-6.5_(주)승화파트너스,2026.6.4,,₩0,,1,₩38589302,지출완료,7128,3259290,,입하완료
PNA51062_올웨이즈양우산_A1,2026.5.8,김민지,개미기획,PNA51062-CJENM,PO072688,MM00210469,"ALUM_PT4795-올웨이즈양우산(세트_본품및케이스)_블랙,ALUM_PT3298-올웨이즈양우산_추상적산출물,ALUM_PT3287-실크_실버1색_여밈끈_개미기획,ALUM_PT3286-실크_실버1색_케이스_개미기획",실크(올웨이즈 양우산),,-,0 checked out of 1,,76,75,0 checked out of 4,295600,0,295600,"Product Parts, Phantom Parts, Printing Parts",정기(격주),\1308000,26년 5월,2026.5.14,,2026.5.11,26.5.18-5.22_개미기획,2026.5.21,,₩0,,1,₩4060265,지출완료,4278,295600,,입하완료
PNA51062_스탠드-업칫솔_A1,2026.5.8,김민지,신명인쇄,PNA51062-CJENM,PO072690,MM00210470,"STTB_PT1136-스탠드업칫솔_화이트,STTB_PT2544-스탠드업칫솔_추상적산출물,STTB_PT1138-실크_1색_스탠드업칫솔_신명인쇄[스탠드업칫솔]",실크(스탠드-업 칫솔_바디),,-,0 checked out of 1,,76,75,0 checked out of 3,76000,0,76000,"Product Parts, Phantom Parts, Printing Parts",정기(월),\308250,26년 5월,2026.5.14,,2026.5.15,26.6.1-6.5_신명인쇄,2026.6.4,,₩0,,1,₩2995080,지출완료,1100,76000,,입하완료
PNA51062_퀵차지도킹형보조배터리_A2,2026.5.8,남인호,신시어리웨일즈 주식회사,PNA51062-CJENM,PO072694,MM00210473,"QUIC_PT4287-UV_풀컬러_전후면_와이이케이글래스주식회사[퀵차지도킹형보조배터리],QUIC_PT4289-퀵차지도킹형보조배터리(UV)_추상적산출물",UV(퀵차지보조배터리),,-,0 checked out of 1,,75,75,0 checked out of 2,0,0,0,"Printing Parts, Phantom Parts",정기(월),\115500,,2026.5.12,,2026.5.12,,,,,,0,₩0,,0,0,,입하완료
PNA51997_라미 사파리 펜_A1,2026.5.8,육승미,디케이에스에이치코리아(주),PNA51997-남앤드남인터내셔널,PO072678,MM00210407,"LAMY_PT0814-사파리볼펜_매트차콜블랙,LAMY_PT2505-사파리볼펜_추상적산출물,LAMY_PT0801-컬러조각인쇄_동일시안_라미사파리펜_DKSH코리아[사파리만년필.사파리볼펜.사파리샤프],LAMY_PT0799-덮개박스(기성)(라미사파리펜)_네이비_100-2",사파리볼펜+인쇄,,-,0 checked out of 1,,201,200,0 checked out of 4,0,0,0,"Product Parts, Phantom Parts, Printing Parts, Package Parts",정기(월),\7220000,26년 5월,2026.5.26,,2026.5.22,26.6.8-6.12_디케이에스에이치코리아(주),2026.6.11,,₩0,,1,₩4662900,지출완료,0,0,,입하완료
